id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15
1214,4,140,5,1,8086,2,726,280,61,130,2,4,1,0,0,0
1215,4,32,6,0,238,4,302,96,7,0,0,0,0,0,0,0
1216,4,20,6,0,43,4,198,58,1,0,0,1,0,0,0,0
1217,2,39,1,0,656,0,324,39,11,0,0,0,0,0,0,0
1218,4,48,6,0,488,4,240,144,5,0,0,0,0,0,0,0
1219,3,31,3,0,372,1,258,62,7,0,0,0,0,0,0,0
1220,2,3,1,0,1,0,33,3,0,0,0,0,0,0,0,0
1221,6,83,15,0,1620,20,576,407,17,0,0,4,0,0,0,0
1222,4,32,6,0,207,4,250,96,2,0,0,0,0,0,0,0
1223,4,31,6,0,235,4,193,93,5,0,0,0,0,0,0,0
1224,23,137,248,5,739,1668,1244,2912,7,88,101,5,2,2,0,0
1225,4,33,6,0,241,4,191,99,6,0,0,0,0,0,0,0
1226,6,23,14,1,45,16,137,102,0,11,4,0,1,0,0,0
1227,2,8,1,0,12,0,43,8,1,0,0,0,0,0,0,0
1228,4,24,6,0,84,4,230,70,1,0,0,1,0,0,0,0
1229,13,185,77,1,8354,275,915,2190,64,12,11,8,1,0,0,0
1230,2,22,1,0,174,0,122,22,0,0,0,0,0,0,0,0
1231,2,6,1,0,6,0,17,6,0,0,0,0,0,0,0,0
1232,4,6,6,0,3,4,22,18,0,0,0,0,0,0,0,0
1233,2,6,1,0,4,0,28,6,2,0,0,0,0,0,0,0
1234,4,22,6,0,57,4,146,66,2,0,0,0,0,0,0,0
1235,4,14,6,0,21,4,53,40,3,0,0,1,0,0,0,0
1236,2,7,1,0,10,0,81,7,1,0,0,0,0,0,0,0
1237,3,11,3,0,19,1,59,20,2,0,0,1,0,0,0,0
1238,2,8,1,0,13,0,85,8,0,0,0,0,0,0,0,0
1239,4,26,6,0,104,4,253,78,1,0,0,0,0,0,0,0
1240,8,41,28,0,196,56,185,281,5,0,0,3,0,0,0,0
1241,4,19,6,0,42,4,110,57,0,0,0,0,0,0,0,0
1242,4,14,4,2,21,1,104,28,1,12,2,0,1,1,0,0
1243,4,65,6,0,1443,4,480,195,12,0,0,0,0,0,0,0
1244,2,7,1,0,9,0,93,7,0,0,0,0,0,0,0,0
1245,5,49,10,0,601,10,472,192,20,0,0,2,0,0,0,0
1246,2,18,1,0,133,0,123,18,3,0,0,0,0,0,0,0
1247,2,4,1,0,3,0,47,4,0,0,0,0,0,0,0,0
1248,4,91,6,0,1933,4,720,273,46,0,0,0,0,0,0,0
1249,3,16,3,0,39,1,142,32,0,0,0,0,0,0,0,0
1250,6,22,15,0,35,20,152,108,1,0,0,1,0,0,0,0
1251,6,74,15,0,892,20,676,366,13,0,0,2,0,0,0,0
1252,2,15,1,0,68,0,189,15,1,0,0,0,0,0,0,0
1253,2,13,1,0,37,0,99,13,1,0,0,0,0,0,0,0
1254,4,21,6,0,73,4,356,61,2,0,0,1,0,0,0,0
1255,4,15,6,0,22,4,69,45,2,0,0,0,0,0,0,0
1256,7,32,19,2,100,26,173,181,6,9,8,1,0,1,0,0
1257,14,78,85,6,288,296,499,943,10,53,64,6,3,4,0,0
1258,4,58,6,0,667,4,543,172,26,0,0,1,0,0,0,0
1259,2,11,1,0,24,0,50,11,1,0,0,0,0,0,0,0
1260,2,8,1,0,21,0,52,8,0,0,0,0,0,0,0,0
1261,2,15,1,0,47,0,222,15,2,0,0,0,0,0,0,0
1262,8,152,28,0,8233,56,805,1062,63,0,0,1,0,0,0,0
1263,2,11,1,0,27,0,163,11,0,0,0,0,0,0,0,0
1264,4,15,6,0,32,4,139,45,2,0,0,0,0,0,0,0
1265,4,39,6,0,386,4,327,113,8,0,0,2,0,0,0,0
1266,4,23,6,0,58,4,105,69,2,0,0,0,0,0,0,0
1267,4,16,6,0,29,4,75,48,0,0,0,0,0,0,0,0
1268,4,24,6,0,67,4,187,72,3,0,0,0,0,0,0,0
1269,10,63,44,1,307,112,529,536,4,23,8,4,0,0,0,0
1270,4,20,6,0,50,4,101,60,2,0,0,0,0,0,0,0
1271,4,16,5,1,25,2,137,37,0,7,2,1,1,0,0,0
1272,4,16,6,0,23,4,101,48,2,0,0,0,0,0,0,0
1273,7,24,18,3,44,22,131,111,2,31,11,1,0,2,0,0
1274,2,4,1,0,3,0,14,4,0,0,0,0,0,0,0,0
1275,4,13,6,0,19,4,56,37,0,0,0,1,0,0,0,0
1276,4,17,6,0,40,4,66,51,1,0,0,0,0,0,0,0
1277,2,8,1,0,13,0,35,8,0,0,0,0,0,0,0,0
1278,4,17,6,0,45,4,113,51,0,0,0,0,0,0,0,0
1279,3,30,3,0,210,1,165,60,1,0,0,0,0,0,0,0
1280,2,6,1,0,10,0,24,6,0,0,0,0,0,0,0,0
1281,3,134,1,2,8073,0,704,128,62,138,0,1,0,1,0,0
1282,8,38,28,0,97,56,386,264,7,0,0,1,0,0,0,0
1283,4,17,6,0,27,4,231,51,4,0,0,0,0,0,0,0
1284,7,147,19,2,8112,26,805,744,62,130,8,4,0,1,0,0
1285,2,2,1,0,0,0,12,2,0,0,0,0,0,0,0,0
1286,2,8,1,0,13,0,68,8,0,0,0,0,0,0,0,0
1287,6,57,15,0,695,20,460,283,13,0,0,1,0,0,0,0
1288,4,25,6,0,101,4,344,75,6,0,0,0,0,0,0,0
1289,4,12,6,0,12,4,61,36,0,0,0,0,0,0,0,0
1290,4,11,6,0,12,4,41,33,0,0,0,0,0,0,0,0
1291,4,29,5,1,214,2,180,64,3,21,2,0,1,0,0,0
1292,4,15,6,0,25,4,245,45,3,0,0,0,0,0,0,0
1293,4,25,6,0,126,4,125,75,3,0,0,0,0,0,0,0
1294,4,13,6,0,16,4,63,39,1,0,0,0,0,0,0,0
1295,4,18,6,0,37,4,107,54,0,0,0,0,0,0,0,0
1296,8,31,28,0,50,56,175,217,0,0,0,0,0,0,0,0
1297,4,20,6,0,41,4,141,60,2,0,0,0,0,0,0,0
1298,2,8,1,0,13,0,36,8,0,0,0,0,0,0,0,0
1299,4,17,6,0,38,4,73,51,1,0,0,0,0,0,0,0
1300,6,31,12,3,89,9,121,116,6,35,10,1,1,1,0,0
1301,7,23,20,1,30,30,104,130,2,8,5,0,0,0,0,0
1302,2,15,1,0,47,0,68,15,4,0,0,0,0,0,0,0
1303,6,56,15,0,660,20,335,280,5,0,0,0,0,0,0,0
1304,4,14,5,1,22,2,112,38,0,4,2,0,0,0,0,0
1305,2,7,1,0,11,0,163,7,0,0,0,0,0,0,0,0
1306,2,8,1,0,13,0,45,8,0,0,0,0,0,0,0,0
1307,6,148,14,1,8104,16,776,610,62,130,4,0,0,0,0,0
1308,4,145,5,1,8137,2,744,299,63,132,2,2,0,0,0,0
1309,15,273,99,6,8987,383,1568,3248,72,544,66,13,2,6,0,0
1310,2,5,1,0,4,0,19,5,2,0,0,0,0,0,0,0
1311,5,17,8,2,35,5,152,60,5,8,4,0,0,1,0,0
1312,3,10,1,2,13,0,44,8,0,12,0,0,0,1,0,0
1313,6,20,14,1,29,16,117,96,0,2,4,0,1,0,0,0
1314,4,22,6,0,81,4,76,66,1,0,0,0,0,0,0,0
1315,2,30,1,0,375,0,142,30,4,0,0,0,0,0,0,0
1316,4,31,6,0,237,4,149,93,6,0,0,0,0,0,0,0
1317,7,163,19,2,8079,26,896,698,56,258,8,3,8,1,0,0
1318,4,15,5,1,25,2,192,41,2,4,2,0,0,0,0,0
1319,2,11,1,0,22,0,43,11,3,0,0,0,0,0,0,0
1320,4,16,6,0,34,4,131,46,0,0,0,1,0,0,0,0
1321,2,6,1,0,6,0,23,6,0,0,0,0,0,0,0,0
1322,4,8,6,0,10,4,64,24,0,0,0,0,0,0,0,0
1323,2,8,1,0,12,0,27,8,1,0,0,0,0,0,0,0
1324,2,39,1,0,629,0,269,39,4,0,0,0,0,0,0,0
1325,6,18,15,0,22,20,100,86,0,0,0,2,0,0,0,0
1326,2,10,1,0,20,0,86,8,0,0,0,1,0,0,0,0
1327,3,13,3,0,22,1,40,26,1,0,0,0,0,0,0,0
1328,4,13,6,0,17,4,56,39,0,0,0,0,0,0,0,0
1329,3,8,3,0,7,1,51,16,0,0,0,0,0,0,0,0
1330,4,13,6,0,16,4,107,39,2,0,0,0,0,0,0,0
1331,4,48,6,0,671,4,361,144,11,0,0,0,0,0,0,0
1332,4,15,6,0,22,4,102,45,0,0,0,0,0,0,0,0
1333,4,29,6,0,130,4,180,87,1,0,0,0,0,0,0,0
1334,6,21,14,1,29,16,248,94,3,9,4,1,0,0,0,0
1335,4,126,5,1,2986,2,749,262,49,106,2,3,2,0,0,0
1336,8,52,28,0,224,56,355,364,2,0,0,0,0,0,0,0
1337,4,14,6,0,22,4,160,40,1,0,0,1,0,0,0,0
1338,4,14,6,0,26,4,183,42,0,0,0,0,0,0,0,0
1339,3,133,3,0,8196,1,702,266,63,0,0,0,0,0,0,0
1340,3,30,2,1,233,0,145,29,5,25,1,1,2,0,0,0
1341,4,18,6,0,36,4,113,54,1,0,0,0,0,0,0,0
1342,4,21,6,0,55,4,78,59,2,0,0,2,0,0,0,0
1343,7,29,20,1,54,30,190,167,2,7,5,0,0,0,0,0
1344,6,35,15,0,128,20,137,175,6,0,0,0,0,0,0,0
1345,4,18,6,0,32,4,104,54,1,0,0,0,0,0,0,0
1346,6,43,14,1,167,16,411,193,4,16,4,1,2,0,0,0
1347,4,18,6,0,32,4,109,54,1,0,0,0,0,0,0,0
1348,6,22,15,0,35,20,148,110,1,0,0,0,0,0,0,0
1349,6,24,15,0,54,20,133,120,1,0,0,0,0,0,0,0
1350,2,12,1,0,31,0,63,12,0,0,0,0,0,0,0,0
1351,9,80,35,1,660,77,409,601,8,33,7,3,0,0,0,0
1352,2,33,1,0,433,0,176,31,5,0,0,1,0,0,0,0
1353,4,26,6,0,123,4,239,76,2,0,0,1,0,0,0,0
1354,6,21,15,0,27,20,154,105,1,0,0,0,0,0,0,0
1355,4,28,6,0,182,4,194,84,2,0,0,0,0,0,0,0
1356,2,13,1,0,48,0,94,13,0,0,0,0,0,0,0,0
1357,2,3,1,0,0,0,24,3,1,0,0,0,0,0,0,0
1358,130,687,8322,63,4371,349787,3439,87349,53,924,7883,164,11,89,1,0
1359,6,58,14,1,508,16,461,281,9,7,4,0,1,0,0,0
1360,10,51,43,2,211,105,340,422,2,35,14,1,0,1,0,0
1361,4,18,6,0,47,4,87,54,2,0,0,0,0,0,0,0
1362,4,21,6,0,50,4,112,63,2,0,0,0,0,0,0,0
1363,2,7,1,0,7,0,57,5,4,0,0,1,0,0,0,0
1364,2,12,1,0,31,0,56,12,0,0,0,0,0,0,0,0
1365,6,22,15,0,40,20,158,110,0,0,0,0,0,0,0,0
1366,4,22,6,0,85,4,113,64,6,0,0,1,0,0,0,0
1367,9,120,31,5,2006,54,814,735,40,199,25,4,9,5,0,0
1368,4,24,6,0,81,4,285,70,1,0,0,1,0,0,0,0
1369,4,30,6,0,111,4,212,80,4,0,0,5,0,0,0,0
1370,5,50,9,1,388,7,316,177,7,23,3,0,0,0,0,0
1371,2,6,1,0,6,0,171,6,0,0,0,0,0,0,0,0
1372,4,37,6,0,436,4,230,111,5,0,0,0,0,0,0,0
1373,4,41,6,0,397,4,218,121,4,0,0,1,0,0,0,0
1374,2,130,1,0,8193,0,689,130,63,0,0,0,0,0,0,0
1375,2,4,1,0,3,0,142,4,0,0,0,0,0,0,0,0
1376,4,30,6,0,156,4,263,90,3,0,0,0,0,0,0,0
1377,6,78,15,0,902,20,561,386,13,0,0,2,0,0,0,0
1378,4,10,6,0,8,4,50,28,1,0,0,1,0,0,0,0
1379,4,17,5,1,37,2,55,34,0,11,2,3,0,0,0,0
1380,4,10,6,0,8,4,42,22,1,0,0,4,0,0,0,0
1381,2,16,1,0,63,0,201,16,2,0,0,0,0,0,0,0
1382,6,40,15,0,220,20,261,198,2,0,0,1,0,0,0,0
1383,4,35,6,0,177,4,340,105,7,0,0,0,0,0,0,0
1384,4,10,6,0,9,4,76,30,0,0,0,0,0,0,0,0
1385,4,23,6,0,64,4,136,67,0,0,0,1,0,0,0,0
1386,4,19,6,0,74,4,71,57,2,0,0,0,0,0,0,0
1387,2,10,1,0,24,0,63,10,0,0,0,0,0,0,0,0
1388,6,22,13,2,31,13,88,91,2,15,6,2,0,1,0,0
1389,4,26,6,0,113,4,377,76,8,0,0,1,0,0,0,0
1390,4,17,6,0,65,4,96,51,4,0,0,0,0,0,0,0
1391,2,8,1,0,12,0,38,8,1,0,0,0,0,0,0,0
1392,4,14,6,0,26,4,170,40,1,0,0,1,0,0,0,0
1393,2,6,1,0,6,0,28,6,0,0,0,0,0,0,0,0
1394,4,20,6,0,43,4,123,60,1,0,0,0,0,0,0,0
1395,8,64,27,1,485,50,437,436,9,6,6,3,0,0,0,0
1396,7,30,21,0,65,35,208,178,1,0,0,1,0,0,0,0
1397,2,9,1,0,18,0,37,9,0,0,0,0,0,0,0,0
1398,2,7,1,0,9,0,57,7,0,0,0,0,0,0,0,0
1399,6,34,15,0,105,20,249,166,4,0,0,2,0,0,0,0
1400,4,16,6,0,30,4,85,48,0,0,0,0,0,0,0,0
1401,6,36,15,0,112,20,227,168,1,0,0,6,0,0,0,0
1402,6,51,14,1,447,16,341,217,4,36,4,1,0,0,0,0
1403,4,12,6,0,15,4,88,36,1,0,0,0,0,0,0,0
1404,2,11,1,0,25,0,90,11,2,0,0,0,0,0,0,0
1405,5,26,10,0,103,10,281,104,4,0,0,0,0,0,0,0
1406,4,15,6,0,25,4,185,43,1,0,0,1,0,0,0,0
1407,2,6,1,0,6,0,27,4,0,0,0,1,0,0,0,0
1408,3,13,3,0,26,1,86,26,0,0,0,0,0,0,0,0
1409,3,13,3,0,26,1,71,26,0,0,0,0,0,0,0,0
1410,3,26,3,0,194,1,174,52,2,0,0,0,0,0,0,0
1411,2,4,1,0,2,0,157,4,1,0,0,0,0,0,0,0
1412,4,154,5,1,8223,2,808,316,61,138,2,1,3,0,0,0
1413,10,51,40,5,231,85,193,358,7,85,30,6,2,5,0,0
1414,4,24,6,0,60,4,137,70,7,0,0,1,0,0,0,0
1415,5,34,8,2,179,5,252,102,1,30,4,1,1,1,0,0
1416,14,230,89,2,8577,340,1379,2798,67,166,24,11,2,0,0,0
1417,8,38,27,1,95,50,273,248,1,14,6,1,1,0,0,0
1418,2,14,1,0,41,0,119,14,1,0,0,0,0,0,0,0
1419,4,16,6,0,32,4,74,48,2,0,0,0,0,0,0,0
1420,4,26,5,1,107,2,113,69,3,9,2,0,0,0,0,0
1421,6,19,14,1,25,16,208,88,1,7,4,0,0,0,0,0
1422,2,17,1,0,71,0,85,17,5,0,0,0,0,0,0,0
1423,2,14,1,0,45,0,95,14,1,0,0,0,0,0,0,0
1424,2,42,1,0,664,0,390,42,12,0,0,0,0,0,0,0
1425,2,7,1,0,9,0,28,7,0,0,0,0,0,0,0,0
1426,4,26,6,0,107,4,261,78,3,0,0,0,0,0,0,0
1427,5,149,10,0,8244,10,764,592,64,0,0,2,0,0,0,0
1428,6,23,14,1,36,16,222,109,0,6,4,0,0,0,0,0
1429,4,16,5,1,25,2,201,40,0,8,2,0,0,0,0,0
1430,4,138,6,0,8200,4,764,410,65,0,0,2,0,0,0,0
1431,4,14,5,1,23,2,417,32,0,4,2,2,1,0,0,0
1432,6,16,15,0,13,20,62,80,2,0,0,0,0,0,0,0
1433,4,15,6,0,24,4,48,45,0,0,0,0,0,0,0,0
1434,2,2,1,0,0,0,6,2,0,0,0,0,0,0,0,0
1435,4,14,6,0,21,4,221,42,2,0,0,0,0,0,0,0
1436,2,6,1,0,6,0,28,6,0,0,0,0,0,0,0,0
1437,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
1438,2,4,1,0,3,0,16,4,0,0,0,0,0,0,0,0
1439,2,11,1,0,42,0,135,11,3,0,0,0,0,0,0,0
1440,2,31,1,0,377,0,148,31,4,0,0,0,0,0,0,0
1441,20,154,188,2,1110,1104,971,2890,19,20,36,6,2,0,0,0
1442,4,40,6,0,256,4,306,116,6,0,0,2,0,0,0,0
1443,10,58,42,3,229,98,300,464,2,40,20,7,2,2,0,0
1444,6,25,15,0,65,20,250,125,3,0,0,0,0,0,0,0
1445,3,12,3,0,21,1,58,24,0,0,0,0,0,0,0,0
1446,3,8,3,0,11,1,36,16,0,0,0,0,0,0,0,0
1447,2,13,1,0,56,0,114,13,0,0,0,0,0,0,0,0
1448,6,52,15,0,604,20,436,258,21,0,0,1,0,0,0,0
1449,2,6,1,0,10,0,54,6,0,0,0,0,0,0,0,0
1450,4,16,6,0,26,4,61,48,0,0,0,0,0,0,0,0
1451,4,18,6,0,44,4,63,50,1,0,0,2,0,0,0,0
1452,4,16,6,0,34,4,114,48,0,0,0,0,0,0,0,0
1453,2,12,1,0,30,0,65,12,1,0,0,0,0,0,0,0
1454,2,10,1,0,24,0,55,10,0,0,0,0,0,0,0,0
1455,4,16,6,0,57,4,97,48,1,0,0,0,0,0,0,0
1456,2,8,1,0,12,0,39,8,1,0,0,0,0,0,0,0
1457,4,24,6,0,94,4,300,70,0,0,0,1,0,0,0,0
1458,2,7,1,0,9,0,42,7,0,0,0,0,0,0,0,0
1459,2,5,1,0,6,0,24,5,0,0,0,0,0,0,0,0
1460,4,16,6,0,31,4,141,46,3,0,0,1,0,0,0,0
1461,4,13,6,0,18,4,60,39,1,0,0,0,0,0,0,0
1462,5,26,9,1,67,7,173,90,4,12,3,0,1,0,0,0
1463,8,69,27,1,693,50,736,471,30,6,6,2,1,0,0,0
1464,9,41,34,2,149,71,353,318,3,8,12,1,0,1,0,0
1465,4,70,6,0,1561,4,596,210,17,0,0,0,0,0,0,0
1466,2,132,1,0,8196,0,755,132,63,0,0,0,0,0,0,0
1467,2,16,1,0,77,0,157,16,4,0,0,0,0,0,0,0
1468,4,32,6,0,114,4,257,96,4,0,0,0,0,0,0,0
1469,8,49,26,2,202,45,377,312,3,27,10,1,1,1,0,0
1470,6,149,15,0,8224,20,793,741,64,0,0,2,0,0,0,0
1471,2,134,1,0,8203,0,710,134,63,0,0,0,0,0,0,0
1472,4,32,4,2,129,1,212,56,2,38,2,0,1,1,0,0
1473,6,39,13,2,360,13,205,164,5,31,6,0,0,1,0,0
1474,6,39,15,0,128,20,400,193,3,0,0,1,0,0,0,0
1475,6,18,15,0,26,20,112,90,0,0,0,0,0,0,0,0
1476,2,6,1,0,6,0,40,6,0,0,0,0,0,0,0,0
1477,3,12,3,0,22,1,66,22,0,0,0,1,0,0,0,0
1478,4,34,6,0,176,4,305,100,9,0,0,1,0,0,0,0
1479,6,21,14,1,32,16,337,93,1,8,4,1,1,0,0,0
1480,4,153,5,1,8202,2,819,313,62,138,2,1,3,0,0,0
1481,5,30,10,0,155,10,330,120,2,0,0,0,0,0,0,0
1482,5,53,10,0,564,10,414,212,11,0,0,0,0,0,0,0
1483,18,231,147,6,8234,726,1370,3317,68,562,84,21,3,6,0,0
1484,6,36,15,0,162,20,289,180,7,0,0,0,0,0,0,0
1485,2,8,1,0,12,0,60,8,1,0,0,0,0,0,0,0
1486,4,14,6,0,18,4,316,40,1,0,0,1,0,0,0,0
1487,6,29,15,0,64,20,196,145,0,0,0,0,0,0,0,0
1488,6,49,15,0,471,20,288,245,5,0,0,0,0,0,0,0
1489,2,42,1,0,665,0,367,42,11,0,0,0,0,0,0,0
1490,4,22,6,0,133,4,246,66,6,0,0,0,0,0,0,0
1491,2,6,1,0,6,0,36,6,0,0,0,0,0,0,0,0
1492,2,132,1,0,8196,0,700,128,63,0,0,2,0,0,0,0
1493,2,7,1,0,9,0,29,7,0,0,0,0,0,0,0,0
1494,4,9,6,0,7,4,56,27,0,0,0,0,0,0,0,0
1495,3,132,3,0,8194,1,691,264,63,0,0,0,0,0,0,0
1496,2,4,1,0,2,0,139,4,0,0,0,0,0,0,0,0
1497,2,40,1,0,658,0,324,40,11,0,0,0,0,0,0,0
1498,3,21,2,1,105,0,131,22,1,18,1,0,1,0,0,0
1499,4,19,6,0,59,4,507,51,5,0,0,3,0,0,0,0
1500,3,26,2,1,185,0,184,32,1,20,1,0,0,0,0,0
1501,8,35,28,0,66,56,215,239,2,0,0,3,0,0,0,0
1502,6,31,15,0,72,20,253,153,0,0,0,1,0,0,0,0
1503,6,22,15,0,36,20,125,110,0,0,0,0,0,0,0,0
1504,4,23,6,0,81,4,149,69,1,0,0,0,0,0,0,0
1505,13,95,77,1,482,275,1034,1122,21,8,11,5,0,0,0,0
1506,2,4,1,0,3,0,10,4,0,0,0,0,0,0,0,0
1507,5,23,9,1,47,7,183,83,3,9,3,0,0,0,0,0
1508,4,24,6,0,93,4,191,72,1,0,0,0,0,0,0,0
1509,4,16,6,0,34,4,187,46,0,0,0,1,0,0,0,0
1510,6,19,15,0,24,20,89,93,1,0,0,1,0,0,0,0
1511,2,17,1,0,76,0,257,17,0,0,0,0,0,0,0,0
1512,4,21,6,0,47,4,234,63,0,0,0,0,0,0,0,0
1513,4,39,6,0,392,4,449,117,10,0,0,0,0,0,0,0
1514,2,8,1,0,13,0,54,8,0,0,0,0,0,0,0,0
1515,2,10,1,0,36,0,65,10,0,0,0,0,0,0,0,0
1516,2,6,1,0,9,0,161,6,1,0,0,0,0,0,0,0
1517,2,29,1,0,193,0,322,25,5,0,0,2,0,0,0,0
1518,4,19,6,0,37,4,86,51,0,0,0,3,0,0,0,0
1519,7,41,21,0,233,35,222,246,5,0,0,0,0,0,0,0
1520,4,137,6,0,8202,4,709,411,63,0,0,0,0,0,0,0
1521,2,13,1,0,34,0,57,13,4,0,0,0,0,0,0,0
1522,4,63,6,0,1434,4,480,189,10,0,0,0,0,0,0,0
1523,4,16,6,0,29,4,178,48,1,0,0,0,0,0,0,0
1524,4,16,6,0,26,4,112,48,0,0,0,0,0,0,0,0
1525,4,26,5,1,209,2,167,54,4,24,2,0,0,0,0,0
1526,8,41,28,0,110,56,276,287,3,0,0,0,0,0,0,0
1527,10,36,45,0,65,120,411,322,1,0,0,1,0,0,0,0
1528,5,41,10,0,181,10,224,164,4,0,0,0,0,0,0,0
1529,8,34,28,0,57,56,197,238,1,0,0,0,0,0,0,0
1530,6,49,15,0,244,20,221,235,6,0,0,5,0,0,0,0
1531,4,34,6,0,184,4,209,102,1,0,0,0,0,0,0,0
1532,2,11,1,0,27,0,94,11,0,0,0,0,0,0,0,0
1533,4,29,4,2,116,1,122,48,3,35,2,1,1,1,0,0
1534,6,22,14,1,36,16,102,104,0,6,4,0,0,0,0,0
1535,7,38,21,0,140,35,173,228,2,0,0,0,0,0,0,0
1536,6,21,15,0,42,20,120,105,0,0,0,0,0,0,0,0
1537,4,12,6,0,16,4,64,36,0,0,0,0,0,0,0,0
1538,7,42,21,0,156,35,313,250,3,0,0,1,0,0,0,0
1539,2,8,1,0,13,0,63,8,0,0,0,0,0,0,0,0
1540,4,25,6,0,130,4,130,75,3,0,0,0,0,0,0,0
1541,2,32,1,0,267,0,200,32,9,0,0,0,0,0,0,0
1542,23,118,247,6,595,1651,614,2526,15,40,114,11,4,6,0,0
1543,5,36,10,0,252,10,168,142,7,0,0,1,0,0,0,0
1544,2,7,1,0,9,0,43,7,0,0,0,0,0,0,0,0
1545,2,6,1,0,6,0,33,6,0,0,0,0,0,0,0,0
1546,6,157,14,1,8279,16,892,632,65,147,4,2,1,0,0,0
1547,2,14,1,0,43,0,318,12,3,0,0,1,0,0,0,0
1548,2,42,1,0,665,0,334,42,11,0,0,0,0,0,0,0
1549,3,14,3,0,32,1,82,26,2,0,0,1,0,0,0,0
1550,4,13,6,0,17,4,169,39,0,0,0,0,0,0,0,0
1551,2,36,0,1,544,0,402,0,18,34,0,0,1,0,0,0
1552,6,24,15,0,40,20,184,120,6,0,0,0,0,0,0,0
1553,5,27,10,0,56,10,122,106,5,0,0,1,0,0,0,0
1554,6,18,15,0,23,20,95,84,0,0,0,3,0,0,0,0
1555,6,25,15,0,52,20,220,123,2,0,0,1,0,0,0,0
1556,2,10,1,0,20,0,41,10,0,0,0,0,0,0,0,0
1557,4,138,6,0,8202,4,715,412,63,0,0,1,0,0,0,0
1558,8,46,28,0,388,56,383,322,10,0,0,0,0,0,0,0
1559,1,4,0,0,5,0,20,0,1,0,0,0,0,0,0,0
1560,4,19,6,0,32,4,217,57,6,0,0,0,0,0,0,0
1561,4,12,6,0,16,4,81,36,0,0,0,0,0,0,0,0
1562,4,10,6,0,9,4,154,30,0,0,0,0,0,0,0,0
1563,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
1564,2,47,0,1,619,0,472,0,20,45,0,0,1,0,0,0
1565,2,10,1,0,20,0,165,10,0,0,0,0,0,0,0,0
1566,6,143,13,2,7959,13,746,456,61,259,6,0,0,1,0,0
1567,5,28,10,0,76,10,219,112,2,0,0,0,0,0,0,0
1568,6,19,15,0,25,20,83,95,0,0,0,0,0,0,0,0
1569,4,16,6,0,34,4,63,48,0,0,0,0,0,0,0,0
1570,4,20,6,0,82,4,274,60,2,0,0,0,0,0,0,0
1571,2,18,1,0,107,0,144,18,1,0,0,0,0,0,0,0
1572,4,66,4,2,872,1,630,105,22,87,2,0,3,1,0,0
1573,2,6,1,0,8,0,43,6,2,0,0,0,0,0,0,0
1574,4,12,6,0,20,4,76,36,0,0,0,0,0,0,0,0
1575,2,6,1,0,6,0,22,6,0,0,0,0,0,0,0,0
1576,2,16,1,0,80,0,125,16,1,0,0,0,0,0,0,0
1577,7,34,21,0,233,35,141,200,6,0,0,2,0,0,0,0
1578,2,9,1,0,18,0,49,9,0,0,0,0,0,0,0,0
1579,6,45,15,0,242,20,228,221,2,0,0,2,0,0,0,0
1580,8,53,28,0,182,56,392,359,4,0,0,6,0,0,0,0
1581,4,16,6,0,34,4,109,48,0,0,0,0,0,0,0,0
1582,2,11,1,0,43,0,100,11,2,0,0,0,0,0,0,0
1583,11,98,53,2,1454,148,784,866,9,110,16,1,1,1,0,0
1584,4,40,6,0,281,4,482,120,8,0,0,0,0,0,0,0
1585,4,12,6,0,16,4,57,36,0,0,0,0,0,0,0,0
1586,4,15,6,0,24,4,171,45,0,0,0,0,0,0,0,0
1587,1,2,0,0,1,0,25,0,0,0,0,0,0,0,0,0
1588,4,42,6,0,311,4,350,120,5,0,0,3,0,0,0,0
1589,4,148,5,1,8167,2,806,300,58,132,2,1,5,0,0,0
1590,2,14,1,0,41,0,127,14,1,0,0,0,0,0,0,0
1591,2,8,1,0,13,0,98,8,0,0,0,0,0,0,0,0
1592,6,40,15,0,437,20,194,198,5,0,0,1,0,0,0,0
1593,6,17,13,2,20,12,105,70,0,13,8,1,0,0,0,0
1594,2,13,1,0,36,0,66,13,2,0,0,0,0,0,0,0
1595,2,6,1,0,10,0,58,6,0,0,0,0,0,0,0,0
1596,2,7,1,0,15,0,159,7,0,0,0,0,0,0,0,0
1597,2,8,1,0,13,0,52,8,0,0,0,0,0,0,0,0
1598,5,20,10,0,41,10,80,78,1,0,0,1,0,0,0,0
1599,8,34,28,0,89,56,362,236,5,0,0,1,0,0,0,0
1600,2,10,1,0,24,0,43,10,0,0,0,0,0,0,0,0
1601,2,19,1,0,77,0,315,19,6,0,0,0,0,0,0,0
1602,12,96,64,2,602,200,691,978,9,48,20,15,0,0,0,0
1603,2,65,1,0,1474,0,535,65,12,0,0,0,0,0,0,0
1604,4,145,4,2,8010,1,796,168,57,257,2,1,4,1,0,0
1605,4,14,6,0,26,4,175,42,0,0,0,0,0,0,0,0
1606,3,133,3,0,8196,1,700,266,63,0,0,0,0,0,0,0
1607,3,14,3,0,25,1,77,26,3,0,0,1,0,0,0,0
1608,6,19,14,1,25,16,78,85,2,8,4,0,1,0,0,0
1609,4,16,6,0,24,4,145,48,2,0,0,0,0,0,0,0
